Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Frauen im Sumpf. Aus dem Leben einer Hochstaplerin,https://www.filmportal.de/film/frauen-im-sumpf-aus-dem-leben-einer-hochstaplerin_a19ef289ce814aab95503d24ebaee47e,Spielfilm,1924,Deutschland/Niederlande,,,Fritz Lederer,,"E. Paul: Graf Robert de Bertan, Helena Makowska: Judith, seine Tochter, Adolf Klein, Olga Limburg, Claire Rommer, Ernst Rückert, Heinz Salfner",,,,"Theo Frenkel, Lothar Knud Frederik",,,,,Georg Muschner,,,,,,,,,,"Turma-Film Gmb: H (Berlin), Theo Frenkel Film (Amsterdam)",,,Theo Frenkel,,,,,,,,,,,,,,
Frühlingsfluten,https://www.filmportal.de/film/fruehlingsfluten_2077fc4c87b644d78b2635a2b1af49e1,Spielfilm,1924,Deutschland,,,Victor Aden,,"Diana Karenne, Ossip Runitsch, Carl Wallauer, Lia Eibenschütz, Elsa Wagner, Herbert Nest, Max Zilzer, Erich Pabst, Gustav Adolf Semler, Harry Hardt",,,,S. Poliakoff,,,,,Emil Schünemann,,"Leopold Verch, Willi Ernst",,,,,,,,,,,Nikolai Malikoff,,,,,,,,"Iwan Sergewitsch Turgenjew (Novelle ""Weschnije wody"")",,6 Akte,,,,
Die Galgenbraut,https://www.filmportal.de/film/die-galgenbraut_dc236ae2c36347e0994789816ffa4645,Spielfilm,1924,Deutschland,,,,,"Grete Reinwald, Leopold von Ledebur, Ernst Schrumpf, Hanns Lutterbeck, Carla Ferra, Georg Margo, Wilhelm Stauffen",,,,Hermanna Barkhausen,,,,,"Franz Weihmayr, Benno Rauch",,,,,,,,,,,,,"Josef Berger, F. B. Nier",,,,,,,,,,,,,,
Garragan,https://www.filmportal.de/film/garragan_15cc86d4bc8d4d3c9180c214528cf553,Spielfilm,1924,Deutschland,,,Heinrich Beisenherz,,"Edward Burns, Carmel Myers, Julianne Johnston, Helmut Goeze, Kurt von Lessen, Adolf Bassermann, Karl Platen, Eduard von Winterstein, Eduard Rothauser, Max Maximilian, Heinrich Peer, Fritz Russ, Hans Waßmann",,,,Ludwig Wolff,,,,,"Guido Seeber, Karl Hasselmann, Reimar Kuntze",,,,,,,,,,Elwe-Film Gmb: H (Berlin),,,Ludwig Wolff,,,,,,,,,,,,,,
Gedankensünden,https://www.filmportal.de/film/gedankensuenden_84151845abf84e33bbbb8431a961ddcc,Spielfilm,1924,Deutschland,,,Siegfried Wroblewsky,,"Margit Barnay, Herbert Hübner?, Alfred Schlageter",,,,Walter Nehmer,,,,,Paul Hummel,,,,,,,,,,,,,Edmund Linke,,,,,,,,,,,,,,
Gefährliche Freundschaft,https://www.filmportal.de/film/gefaehrliche-freundschaft_5d7094b09cce4d3dbdcb6cca5ac24b60,Spielfilm,1924,Deutschland,,,Max Frick,,"Colette Brettel, Ernst Winar, Hermann Vallentin, Vera Skidelsky, Maria Forescu, Karl Elzer",,,,,,,,,Franz Stein,,,,,,,,,,,,,Gerhard Dammann,,,,,,,,,,,,,,
Gefahren der Großstadt-Straße,https://www.filmportal.de/film/gefahren-der-grossstadt-strasse_5c52616fe7e5423f9e8b2bbd0b7cebfa,Spielfilm,1924,Deutschland,,,,,,,,,Toni Attenberger,,,,,,,,,,,,,,,Cabinetfilm Toni Attenberger (München/Berlin),,,Toni Attenberger,,,,,,,,,,,,,,
Der geheime Agent,https://www.filmportal.de/film/der-geheime-agent_b013a29dbf274dbb9d3b638868c32e54,Spielfilm,1924,Deutschland,,,Erich Zander,,"Eva May: Prinzessin, Lucie Höflich: Herzogin-Mutter, Carl LamačHerzog, Max Gülstorff, Ernst Behmer, Leonhard Haskeldrei Minister, Eugen Rex: Kammerdiener, Karl Platen: Baumeister, Karl Beckersachs: Marquis, Trude Berliner: Zofe",,,,Adolf Lantz,,,,,Frederik Fuglsang,,,,,,,,,,May-Film AG (Berlin),,,Erich Schönfelder,,,,,,,,,,,,,,
Das Geheimnis der Burgruine,https://www.filmportal.de/film/das-geheimnis-der-burgruine_2061f29dcda24c51accca884bd43ac08,Spielfilm,1924,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Das Geheimnis der schwarzen Lucy,https://www.filmportal.de/film/das-geheimnis-der-schwarzen-lucy_4b4504fb208243f8a06ff1dc7997d2a2,Spielfilm,1924,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Valy Arnheim-Film Gmb: H (Berlin),,,,,,,,,,,,,,,,,
Gehetzte Menschen,https://www.filmportal.de/film/gehetzte-menschen_1ac6204a1a47486c992e9b85b30319af,Spielfilm,1924,Deutschland,,,Carl Ludwig Kirmse,,"Lucy Doraine: Margit, Johannes Riemann: Hans, Hans Albers: Karl von Behn, Rudolf Lettinger: F. A. Mertens, Leonhard Haskel: Garson, Ilka Grüning: Frau Garson, Hugo Werner-Kahle: Andrewowitsch Gosmol, Trude Wessely: Lilly, Schwester von Karl v. Behn, Ferdinand Martini: A. S. Clasing, Erich Schönfelder: Anno Labraiter, Hilde Radneydekolletierte Dame, Albert Paulig: Herr in der Loge, Oscar Sabo: Rowdy, Edmonde Guy: Tänzerin, Ernst von Düren: Tänzer",,,,Ernst B. Fey,,,,,"Franz Planer, Josef Blasi",,,,,,,,,,Messter-Ostermayr-Film Gmb: H (München),,,Erich Schönfelder,,,,,,,,,,,"35mm, 1:1,33","s/w, ohne Ton",,
Geknechtete Seelen,https://www.filmportal.de/film/geknechtete-seelen_0f5e6395e1404f1e9ac5f9727ac0045e,Spielfilm,1924,Deutschland,,,,,"Ion Jancovescu, Doria Heller, R. S. Mortsun, Peter Stourdza, Felix Kersten, Frau Elvas, Leon Lefter",,,,"Victor A. Beldiman, Alfred Halm",,,,,"Toni Mülleneisen, Willi Briesemann",,,,,,,,,,,,,Alfred Halm,,,,,,,,,,"6 Akte, 2035 m","35mm, 1:1,33","s/w, ohne Ton",,
Gentleman auf Zeit,https://www.filmportal.de/film/gentleman-auf-zeit_bbf69c4cda734d6390180674092d123f,Spielfilm,1924,Deutschland,,,Willi A. Herrmann,,"Carlo Aldini, Grete Reinwald, Albert Patry, Fred Goebel, Oswald Delmor, W. von Rössel, Josef Reithofer, Kurt Brenkendorf, Mario Fossati, Willy Zeunert",,,,Paul Rosenhayn,,,,,Carl Drews,,,,,,,,,,Phoebus-Film AG (Berlin),,,Karl Gerhardt,,,,,,,,,,,,,,
Das Geschöpf,https://www.filmportal.de/film/das-geschoepf_803b9cf490544882b66f043306e5072a,Spielfilm,1924,Deutschland,,,Kurt Richter,,"Alfons Fryland, Erich Kaiser-Titz, Ilka Grüning, Charlotte Ander, Olga Engl, Gertrud Welcker, Rudolf Lettinger, Albert Paulig",,,,Hermann Wagner,,,,,Mutz Greenbaum,,,,,,,,,,Josef Rideg Film Gmb: H (Berlin),,Josef Rideg,Siegfried Philippi,,,,,,,,,,,,,,
Gesühnte Schuld,https://www.filmportal.de/film/gesuehnte-schuld_077dd1e84e85436dad6f1507c9698f76,Spielfilm,1924,Deutschland,,,,,"Emil Jannings, Werner Krauß, Hermann Thimig",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gib mich frei,https://www.filmportal.de/film/gib-mich-frei_eb2ea7fb7d684835843bc5e2218eddbe,Spielfilm,1924,Deutschland,,,Max Frick,,"Grete Reinwald: Lisa Limbach, Lisa Demand: Frau Konsul Limbach, Karl Elzer: Herr Konsul Limbach, Anna von Palen: Frau Anna v. Rahnsdorf, Carl Auen: Baron Ronald v. Stolle-Hechingen, Fritz Orwa: Kurt Mallwitz sein Freund, Sonja Wernsdorf: Ronalds Mutter, Ellen Plessow: Baroneß von Eppendorf, Grete Wallicht: Frau Reg.-Rat Ort, Erich Briese: Hauptmann Neuendorf, Siegrid Kara: Zofe bei Limbach",,,,,,,,,Franz Stein,,,,,Arnold Jenssen,,,,,National-Film AG (Berlin),,,Erich Eriksen,,,,,,,,,,,,,,
Gift und Liebe,https://www.filmportal.de/film/gift-und-liebe_f4b21f941bc142c6b9f15491ea3735c4,Spielfilm,1924,Deutschland,,,Siegfried Wroblewsky,,"Margit Barnay, Alfred Schlageter, Otti Ottera, Katja Lana",,,,Walter Nehmer,,,,,"Paul Hummel, Hans Reinhardt",,,,,,,,,,,,,Edmund Linke,,,,,,,,,,,,,,
Gloria fatalis,https://www.filmportal.de/film/gloria-fatalis_70e13cf0df03491eb93e4b669da5ebff,Spielfilm,1924,Deutschland/Niederlande,,,,,"Emmy Arbous, Gustav Adolf Semler, Mimi Irving",,,,Johan Gildemeijer,,,,,,,,,,,,,,,"Johan Gildemeijer (Amsterdam), Münchener Film-Industrie (München)",,,Johan Gildemeijer,,,,,,,,,,,,,,
Das goldene Kalb,https://www.filmportal.de/film/das-goldene-kalb_8dc6d737f5e44c41937e923817ef9282,Spielfilm,1924,Deutschland,,,"Hans Sohnle, Otto Erdmann",,"Henny Porten: Magdalena, Albert Steinrück: Floris, Olga Engl: Frau Grahl, Angelo Ferrari: Nikolaus, Alfred Schreiber: Fiber, Colette Brettel: Judith, Johannes Riemann: Paulus, Ossip Runitsch: Leibgardist, Friedrich Kühne: Auditor, Edgar Klitsch: Waisenvater, Rosa Valetti",,,,Peter Paul Felner,,,,,"Gustave Preiß, Mutz Greenbaum",,,,,,,,,,Westi-Film Gmb: H (Berlin),Julius Wachtel,,"Peter Paul Brauer, Peter Paul Felner",,,,,Reinhold Draber,,,"Ferenc Herczeg (Roman ""Die beiden Leben der Magdalena"")",,,,,,
Die Goldsucher,https://www.filmportal.de/film/die-goldsucher_7e7bee40f5ee4688ae9808f6cf4b802d,Spielfilm,1924,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gott, Mensch und Teufel",https://www.filmportal.de/film/gott-mensch-und-teufel_609b4fe9856a4153a47adf8f0fb2de22,Spielfilm,1924,Deutschland,,,,,"Eduard von Winterstein: Ol Sörensen, Sibyl Smolowa: Senta, seine Tochter, Hans Adalbert Schlettowder Teufel",,,,,,,,,,,,Oskar Schubert-Stevens,,,,,,,,,,Oskar Schubert-Stevens (Künstlerische Leitung),,,,,,,,,,,,,,
Gräfin Donelli,https://www.filmportal.de/film/graefin-donelli_4afcc0f480ba4314810d4f21f7fe0f95,Spielfilm,1924,Deutschland,,,Hermann Warm,,"Henny Porten: Mathilde Donelli, Paul Hansen: Graf Donelli, Friedrich Kayßler: Graf Bergheim, ihr Oheim, Eberhard Leithoff: Hellwig, dessen Privatsekretär, Ferdinand von Alten: Baron von Trachwitz, Lantelme Durrer, Karl Etlinger, Hans Brausewetter",,,,Hans Kyser,,,,,Guido Seeber,,,,,,,,,,Maxim-Film Ges. Ebner & Co (Berlin),,,G. W. Pabst,Mark Sorkin,,,,,,,,,,,,,
Graf Chagron,https://www.filmportal.de/film/graf-chagron_7575ea67500d488dbe2839496b9448f2,Spielfilm,1924,Deutschland,,,Ernst Heinrich,,"Paul Barleben, Edith Romanoff, Peter Esser, Fritz Servos, Mathilde Windslar, Josef Lacquer, Willi Barchardt, Karl Scheueren, Theodor Kipler, Werner Heuser, Klaus Meyer, J. v. d. Gracht",,,,"Hans Müller-Schlösser, Hansjürgen Völcker",,,,,László Schäffer,,,,,,,,,,,,,Hansjürgen Völcker,,,,,,,,"Honoré de Balzac (Erzählung ""Colonel Chabert"")",,4 Akte,,,,
Graf Kostja,https://www.filmportal.de/film/graf-kostja_0b86786cbe824633b547beba1de5f6d8,Spielfilm,1924,Frankreich/Deutschland,,,,,"Conrad Veidt: Comte Kostia, Genica Athanasiou: Stéphane, Claire Darcas: Comtesse Kostia, André Nox: Vladimir Paulitch, Pierre Daltour: Gilbert de Saville, Paul Pauley: Pope Alexis, Henri Desmarets: Ivan, Florence Talma: Mme Lerins, Farney: Fritz, Roby Guichard, Louise Barthe, Yvette Langlais",,,,,,,,,"Georges Lukas, Lucien Bellavoine",,,,,,,,,,"Westi-Film Gmb: H (Berlin), Art et Cinégraphie (Paris)",,,Jacques-Robert,,,,,,,,Victor Cherbuliez (Roman),,,"35mm, 1:1,33","s/w, stumm",,
Guillotine,https://www.filmportal.de/film/guillotine_638df79631104d56ada8074ae7fc8d66,Spielfilm,1924,Deutschland,,,August Rinaldi,,"Marcella Albani: Marie und die Mutter, Hans Albers: Gaston Brieux, Andja Zimowa: Alice, Willy Fritsch: Paul, Leopold von Ledebur: Cartier, Bankier, Eduard von Winterstein: Prokurist Laroche, Georg John, Bruno Ziener",,,,,,,,,Achille Nani,,,,,,,,,,Albani-Film Gmb: H (Berlin),,,Guido Schamberg,,,,,,,,,,,"35mm, 1:1,33","s/w, ohne Ton",,
Harry & Co.,https://www.filmportal.de/film/harry-co_ca2fdb9bc81a4be8966c474ff0ff8cc6,Spielfilm,1924,Deutschland,,,Hermann Krehan,,"Harry Camin: Harry, das Kind, Adolf Edgar Licho: Herr Menzel, Harrys Onkel, Senta Söneland: Marie, Dienstmädchen, Herbert Paulmüller: Hauswirt",,,,Melitta Camin,,,,,Max Lutze,,,,,,,,,,Melitta-Film-Gesellschaft (Berlin),,,Melitta Camin,,,,,,,,,,,,,,
Harry Hills Jagd auf den Tod [Teil 1],https://www.filmportal.de/film/harry-hills-jagd-auf-den-tod-teil-1_c348daed0eec4a91a8ee20e492634897,Spielfilm,1924,Deutschland,,,,,"Valy Arnheim: Harry Hill, Marga Lindt, Aruth Wartan, Georg John, Kurt Lilien, Sybil Morel, Walter Formes",,,,Willy Rath,,,,,"Otto Kanturek, Josef Dietze",,,Valy Arnheim,,,,,,,Valy Arnheim-Film Gmb: H (Berlin),,,"Willy Rath, Lorenz Bätz",,,,,,,,,,"5 Akte, 1547 m","35mm, 1:1,33","s/w, ohne Ton",,
Harry Hills Jagd auf den Tod [Teil 2],https://www.filmportal.de/film/harry-hills-jagd-auf-den-tod-teil-2_e957b68dc4cf48e686710c9d61dcad59,Spielfilm,1924,Deutschland,,,,,"Valy Arnheim: Harry Hill, Marga Lindt, Aruth Wartan, Georg John, Kurt Lilien, Sybil Morel",,,,Willy Rath,,,,,"Otto Kanturek, Josef Dietze",,,Valy Arnheim,,,,,,,Valy Arnheim-Film Gmb: H (Berlin),,,"Willy Rath, Lorenz Bätz",,,,,,,,,,"5 Akte, 1742 m","35mm, 1:1,33","s/w, ohne Ton",,
Das Haus am Meer,https://www.filmportal.de/film/das-haus-am-meer_bde279e649fd4d6e8c6a18db96146083,Spielfilm,1924,Deutschland,,,Kurt Richter,,"Grigori Chmara: Fischer Enrico, Asta Nielsen: Enricos Ehefrau Teresa, Carl Auen: Gino, Alexandra Sorina: Ginos Ehefrau, Albert Steinrück: Werber, Hermann Vallentin: Sergeant, Rudolf del Zopp: Ohm",,,,"Bobby E. Lüthge, Fritz Kaufmann",,,,,"Erich Waschneck, Alfredo Lenci",,,,,,,,,,Mercedes-Film AG (Berlin),,Heinrich Nebenzahl,Fritz Kaufmann,,,,,,,,Stefan Zweig (Bühnenstück),,"5 Akte, 1830 m","35mm, 1:1,33","s/w, stumm",,
Das Haus im Dunkeln,https://www.filmportal.de/film/das-haus-im-dunkeln_15362fbe5d02461bba65a63fbb6a4c97,Spielfilm,1924,Deutschland,,,,,,,,,Ada van Roon,,,,,,,,,,,,,,,,,,Gernot Bock-Stieber,,,,,,,,,,,,,,
Hedda Gabler,https://www.filmportal.de/film/hedda-gabler_b0875e01ca2544c6b5a488e7a719a334,Spielfilm,1924,Deutschland,Willy Herrmann,,Max Frick,,"Paul Morgan: Dr. Jürgen Tesman, Asta Nielsen: Tesmanns Ehefrau Hedda Gabler, Frida Richard: Tante Juliane Tesman, Albert Steinrück: Gerichtsrat Brack, Grigori Chmara: Eilert Lövborg, Käte Haack: Frau Thea Elvsted, Olga Limburg: Rote Diana, Jeanette Bethge: Dienstmächen Berte, Carl Balta",,,,"Rosa Porten, Franz Eckstein",,,,,Franz Stein,,Werner Boehm,,,Arnold Jenssen,,,,,National-Film AG (Berlin),,,Franz Eckstein,,,,,,,,Henrik Ibsen (Bühnenstück),,"6 Akte, 2577 m","35mm, 1:1,33","s/w, stumm",,
Die Heimatlosen,https://www.filmportal.de/film/die-heimatlosen_a894bdb0a1554b75986d66aa23e5d58c,Spielfilm,1924,Deutschland,,,,,"Leontine Kühnberg: Naja, Max Ruhbeck: Viktor Andree, Generaldirektor, Kurt Busch: Axel Hain, sein Neffe, Ernst Pittschau: Oswald Harro, Ingenieur, Heinrich Wessel: Murra, ein alter Zigeuner, Fritz Russ: Johann, Diener bei Andree",,,,,,,,,,,,,,,,,,,,,,Preben J. Rist,,,,,,,,,,,,,,
Helena. 1. Teil: Der Raub der Helena,https://www.filmportal.de/film/helena-1-teil-der-raub-der-helena_688897a36e6a4498bb9963387d5fee07,Spielfilm,1924,Deutschland,,,"Otto Voelckers, Peter Rochelsberg, Berthold Rungers (Entwurf des Trojanischen Pferdes)",,"Edy Darclea: Helena, Hanna Ralph: Andromache, Adele Sandrock: Hekabe, Albert Steinrück: Priamos, Carl de Vogt: Hektor, Albert Bassermann: Aisakos, Carlo Aldini: Achill, Friedrich Ulmer: Menelaos, Karl Wüstenhagen: Agamemnon, Carl LamačPatroklos, Rudolf Meinhardt-Jünger: Thersties, Otto Kronburger: Odysseus, Ferdinand Martini: Agrelaos",,,,Hans Kyser,,,,,"Gustave Preiß, Ewald Daub",,Leo Pasetti,,,,,,,,,,,Manfred Noa,Hans Schönmetzler,,,,,,,,,"5 Akte, 2189 m",,"s/w, stumm",,
Helena. 2. Teil: Der Untergang Trojas,https://www.filmportal.de/film/helena-2-teil-der-untergang-trojas_a86798d9e2b74ea7b3769e202357cb16,Spielfilm,1924,Deutschland,,,"Otto Voelckers, Peter Rochelsberg, Berthold Rungers (Entwurf des Trojanischen Pferdes)",,"Edy Darclea: Helena, Hanna Ralph: Andromache, Adele Sandrock: Hekabe, Albert Steinrück: Priamos, Carl de Vogt: Hektor, Albert Bassermann: Aisakos, Carlo Aldini: Achill, Friedrich Ulmer: Menelaos, Karl Wüstenhagen: Agamemnon, Carl LamačPatroklos, Rudolph Meinhard: Tersites, Otto Kronburger: Ulises, Ferdinand Martini: Agelaos",,,,Hans Kyser,,,,,"Gustave Preiß, Ewald Daub",,Leo Pasetti,,,,,,,,,,,Manfred Noa,,,,,,,,,,"6 Akte, 2904 m",,"s/w, stumm",,
Die Hermannschlacht,https://www.filmportal.de/film/die-hermannschlacht_52b59236df8446948c75677f6a4f4154,Spielfilm,1924,Deutschland,,,"Dr. Hanns Jaquemar, Fritz Kraenke",,"Adolf Bassermann: Segimer, Fürst der Cherusker, Antonie Jaeckel: Alahgund, Segimers zweite Frau, Georg Schmieter: Arminius, Sohn Segimers aus erster Ehe, Mia Pankau: Gunthild, Waisenkind, im Hause Segimers erzogen, Gustav Czimeg: Segestes, neben Segimer Fürst der Cherusker, Annemarie Wisser: Tusnelda, Tochter von Segestes, Gustav Adolf Semler: Segimund, Sohn von Segestes, Hans Mühlhofer: Marobod, Fürst der Markomannen, de Stefano-Vitate: Quintilius Varus, Römischer Statthalter in Germanien, Fred Immler: Ventidius, Römischer Gesandter bei den Cheruskern",,,,Leo König,,,,,Marius Holdt,,J. Bieeker,,,,Dr. Fritz Chlodwig Lange,,,,,,,Leo König,,,,,,,,,,"5 Akte, 1928 m",,,,
Die Herrin von Monbijou,https://www.filmportal.de/film/die-herrin-von-monbijou_333eeaab32a74f40a2dac0e6d379acee,Spielfilm,1924,Deutschland,,,,,"Lya Mara, Hermann Böttcher, Albert Patry, Julia Serda, Ulrich Bettac",,,,Fanny Carlsen,,,,,Mutz Greenbaum,,,,,,,,,,Zelnik-Mara-Film Gmb: H (Berlin),,,Friedrich Zelnik,,,,,,,,,,,,,,
Das Herz der Lilian Thorland,https://www.filmportal.de/film/das-herz-der-lilian-thorland_c32bbd8ceaac4145b01d4267df7972ae,Spielfilm,1924,Deutschland,,,Franz Schroedter,,"Esther Carena, Evi Eva, Hermann Picha, Hermann Vallentin, Oskar Marion, Heinrich Schroth, Karl Falkenberg, Albert Patry, Kurt Brenkendorf, Henri Peters-Arnolds, Charles Lincoln, Dora Bergner",,,,Jane Bess,,,,,,,,,,,,,,,,,,Wolfgang Neff,,,,,,,,,,,,,,
Hochstapler wider Willen,https://www.filmportal.de/film/hochstapler-wider-willen_2e424e3b58e644539c74a43498f0c950,Spielfilm,1924,Deutschland,,,"Otto Voelckers, Peter Rochelsberg",,"Ellen Kürty, Olga Gsovskaja, Toni Tetzlaff, Ferdinand Martini",,,,Robert Liebmann,,,,,"Ewald Daub, Franz Bertl Seyr",,,,,,,,,,,,,Géza von Bolváry,,,,,,,,,,,,,,
Höhenfieber,https://www.filmportal.de/film/hoehenfieber_23d5dba688ca472abd2f904e905ded6f,Spielfilm,1924,Deutschland,,,Carl Ludwig Kirmse,,"Sascha Gura, Hanni Reinwald, Robert Scholz, Erich Kaiser-Titz, Bengt Aage, Björn Hvid",,,,"Ada van Roon, Gernot Bock-Stieber",,,,,"Hans Bloch, Georg Siebert",,,,,,,,,,,,,Gernot Bock-Stieber,,,,,,,,,,,,,,
Hyänen der Nacht,https://www.filmportal.de/film/hyaenen-der-nacht_bd36f137e7bc4181a842045b6fde7b65,Spielfilm,1924,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ich hatt' einen Kameraden,https://www.filmportal.de/film/ich-hatt-einen-kameraden_a5f6a0e26f624361ae5210de49d38d5b,Spielfilm,1924,Deutschland,,,,,"Otto Gebühr, Peter Berneis, Charlotte Klinder, Gertrud Eysoldt",,,,Hans Behrendt,,,,,,,,,,,,,,,Otto Gebühr-Film Gmb: H (Berlin),,,Hans Behrendt,,,,,,,,,,,,,,
Ihr Weg zum Erfolg,https://www.filmportal.de/film/ihr-weg-zum-erfolg_56ce09598c9b4739a7cbb4c5fa7882bc,Spielfilm,1924,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix Basch,,,,,,,,,,,"35mm, 1:1.33",,,
Ihre letzte Dummheit,https://www.filmportal.de/film/ihre-letzte-dummheit_55345f9291e946f2b7b9a5a7d48b66bc,Spielfilm,1924,Deutschland,,,Karl Machus,,"Hella Moja, Harry Hardt, Fritz Greiner, Hans Sternberg, Hugo Werner-Kahle, Rudolf Hoch",,,,Richard Arvay,,,,,Willy Goldberger,,,,,,,,,,,,,Richard Arvay,,,,,,,,,,,,,,
Im Schatten der Anderen,https://www.filmportal.de/film/im-schatten-der-anderen_644aa8422b1947998a2f9b1e467d56d3,Spielfilm,1924,Deutschland,,,,,"Hermann Stäbner, Magda Madeleine, Jo Conradi, Ernst Rückert, Carl Grünwald, Marga Köhler",,,,Robert Heymann,,,,,,,,,,,,,,,,,,Paul von Woringen,,,,,,,,,,"4 Akte, 1268 m","35mm, 1:1.33","s/w, stumm",,
In den Krallen der Schuld,https://www.filmportal.de/film/in-den-krallen-der-schuld_b386b7f8a82346aeac7636139dbf5f79,Spielfilm,1924,Deutschland,,,W. Moldenhauer,,"Eduard von Winterstein: Schlossermeister Witt, Frida Richardseine Frau, Ulrich Bettac: Karl, ihr Sohn, Eduard Rothauser: Kommerzienrat Lynge, Camilla Spira: Matia, seine Tochter, Cleo d'Osterode""Tante"" Jule, Fritz Kampers: Schlossergehilfe, Hermann Picha: Ortsvorsteher",,,,,,,,,Wilhelm Kiermeier,,,,,,,,,,,,,Fred Rommer,,,,,,,,,,,,,,
